customer_id,region,usage_type,daily_usage_liters,system_uptime_percent,reduction_percent,days_since_maintenance,complaint_count,maintenance_urgency,cluster_label,cluster_description,recommendation,install_month
CUST_4650,Nashik,Agricultural,2025,85.43,89.91,25,0,0.29,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_4651,Nashik,Agricultural,2837,84.21,67.4,118,2,1.4,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_4652,Mumbai,Agricultural,2702,92.66,47.43,84,0,0.91,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_4653,Nashik,Residential,2543,96.41,54.41,116,1,1.2,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_4654,Mumbai,Agricultural,844,98.92,48.33,46,3,0.47,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_4655,Nashik,Residential,3064,79.74,54.44,5,4,0.06,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_4656,Pune,Agricultural,1123,93.96,65.53,27,3,0.29,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_4657,Nashik,Residential,3279,76.32,50.91,111,0,1.45,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_4658,Mumbai,Agricultural,1302,86.37,53.34,117,2,1.35,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_4659,Nashik,Agricultural,958,75.4,67.29,28,4,0.37,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_4660,Mumbai,Agricultural,3286,80.42,62.01,51,1,0.63,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_4661,Mumbai,Industrial,3127,97.94,68.38,93,5,0.95,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_4662,Pune,Industrial,2358,74.38,66.46,11,4,0.15,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_4663,Pune,Agricultural,3953,88.97,77.22,42,2,0.47,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_4664,Mumbai,Residential,3627,87.79,91.86,115,3,1.31,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_4665,Nashik,Residential,2743,73.62,50.39,51,0,0.69,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_4666,Mumbai,Agricultural,1030,79.78,49.96,107,3,1.34,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_4667,Mumbai,Industrial,2132,86.89,87.64,39,4,0.45,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_4668,Nashik,Residential,708,75.62,70.32,82,5,1.08,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_4669,Nashik,Industrial,2709,94.02,83.32,66,2,0.7,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-02
CUST_4670,Nashik,Residential,3630,99.16,55.77,77,0,0.78,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_4671,Nashik,Agricultural,3374,76.44,86.44,7,2,0.09,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_4672,Mumbai,Industrial,383,75.61,91.19,106,2,1.4,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_4673,Mumbai,Residential,2503,83.65,76.77,24,5,0.29,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_4674,Pune,Agricultural,3547,92.43,50.29,109,4,1.18,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_4675,Mumbai,Agricultural,1006,78.45,89.76,101,3,1.29,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_4676,Nashik,Agricultural,2261,70.6,84.62,109,2,1.54,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_4677,Pune,Industrial,2819,86.24,82.54,48,2,0.56,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_4678,Nashik,Industrial,2966,98.7,46.84,36,2,0.36,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_4679,Mumbai,Agricultural,1747,81.74,84.95,104,0,1.27,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_4680,Pune,Industrial,433,82.6,51.9,30,2,0.36,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_4681,Nashik,Residential,1087,99.07,56.12,52,2,0.52,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_4682,Pune,Agricultural,3254,90.84,73.86,9,4,0.1,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_4683,Pune,Agricultural,1163,91.58,58.25,63,2,0.69,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_4684,Mumbai,Industrial,3751,86.88,78.07,65,5,0.75,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_4685,Nashik,Agricultural,966,99.24,75.4,53,5,0.53,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_4686,Pune,Residential,576,90.67,50.41,34,2,0.37,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_4687,Pune,Industrial,3607,96.85,77.8,21,5,0.22,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_4688,Nashik,Industrial,2075,90.98,91.2,74,4,0.81,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-04
CUST_4689,Pune,Agricultural,1181,92.05,53.06,62,0,0.67,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_4690,Pune,Agricultural,2360,78.71,74.85,67,5,0.85,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_4691,Pune,Agricultural,2689,79.1,62.09,65,5,0.82,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_4692,Nashik,Industrial,2382,93.49,67.98,67,3,0.72,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_4693,Nashik,Agricultural,2906,78.9,59.35,19,4,0.24,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_4694,Nashik,Residential,1537,86.88,62.71,5,5,0.06,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_4695,Nashik,Agricultural,3783,77.48,46.45,17,0,0.22,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_4696,Mumbai,Agricultural,2752,94.51,94.08,52,3,0.55,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-06
CUST_4697,Pune,Industrial,3865,73.32,76.24,38,2,0.52,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_4698,Nashik,Agricultural,3005,94.88,70.04,34,4,0.36,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_4699,Pune,Industrial,458,88.08,64.19,23,5,0.26,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_4700,Pune,Agricultural,3303,75.61,71.97,68,2,0.9,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_4701,Mumbai,Residential,1433,86.26,64.01,70,4,0.81,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_4702,Nashik,Residential,2896,78.47,63.0,61,3,0.78,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_4703,Nashik,Industrial,3897,79.7,68.2,48,5,0.6,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_4704,Pune,Industrial,3332,80.55,58.8,16,0,0.2,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_4705,Nashik,Agricultural,3718,71.9,54.0,44,4,0.61,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_4706,Pune,Agricultural,2151,99.58,72.83,112,0,1.12,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_4707,Pune,Residential,578,70.95,87.14,28,2,0.39,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_4708,Mumbai,Agricultural,2826,89.87,52.64,15,2,0.17,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_4709,Mumbai,Residential,410,81.14,46.64,70,3,0.86,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_4710,Mumbai,Industrial,2778,89.38,57.34,5,3,0.06,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_4711,Pune,Agricultural,841,80.69,93.99,62,1,0.77,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_4712,Nashik,Industrial,1438,90.21,86.44,32,1,0.35,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-06
CUST_4713,Mumbai,Agricultural,3461,91.88,74.79,72,3,0.78,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_4714,Nashik,Residential,3583,90.72,91.46,109,5,1.2,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_4715,Mumbai,Industrial,3921,73.42,67.26,98,2,1.33,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_4716,Mumbai,Industrial,3966,89.71,94.16,63,0,0.7,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_4717,Pune,Agricultural,3910,78.4,59.82,75,3,0.96,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_4718,Mumbai,Industrial,659,70.86,57.02,26,5,0.37,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_4719,Mumbai,Residential,3857,82.44,76.9,94,0,1.14,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_4720,Pune,Industrial,2719,83.01,63.91,33,1,0.4,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_4721,Nashik,Industrial,1538,84.02,76.32,93,0,1.11,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_4722,Mumbai,Agricultural,2056,91.14,60.25,78,3,0.86,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_4723,Pune,Industrial,3386,79.27,75.9,88,2,1.11,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_4724,Mumbai,Agricultural,1254,79.46,58.79,82,3,1.03,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_4725,Pune,Agricultural,2606,71.82,47.55,101,4,1.41,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_4726,Nashik,Industrial,3125,90.6,90.61,73,5,0.81,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-04
CUST_4727,Nashik,Residential,3834,87.03,89.16,49,5,0.56,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_4728,Pune,Agricultural,2467,80.48,93.54,74,5,0.92,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_4729,Pune,Industrial,1275,91.16,80.83,90,4,0.99,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-06
CUST_4730,Pune,Agricultural,1212,86.12,79.14,21,4,0.24,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_4731,Nashik,Residential,1451,84.08,72.95,83,2,0.99,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_4732,Mumbai,Residential,1022,85.34,51.3,43,5,0.5,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_4733,Nashik,Agricultural,2870,89.09,54.46,44,3,0.49,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_4734,Pune,Residential,2011,89.8,59.47,32,4,0.36,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_4735,Pune,Industrial,624,78.67,89.51,6,3,0.08,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_4736,Nashik,Industrial,3691,74.22,53.65,86,1,1.16,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_4737,Pune,Agricultural,1829,74.7,91.14,31,5,0.41,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_4738,Nashik,Residential,1849,89.18,71.14,25,4,0.28,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_4739,Pune,Industrial,1373,96.19,80.78,91,4,0.95,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-01
CUST_4740,Mumbai,Industrial,2245,82.28,50.51,11,2,0.13,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_4741,Mumbai,Industrial,1907,75.09,58.45,65,3,0.87,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_4742,Pune,Agricultural,2416,92.7,92.93,56,2,0.6,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-01
CUST_4743,Nashik,Agricultural,690,94.97,58.31,52,2,0.55,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_4744,Mumbai,Industrial,2730,96.42,59.83,23,3,0.24,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_4745,Nashik,Industrial,315,88.2,54.88,77,1,0.87,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_4746,Pune,Residential,3810,95.82,51.45,16,3,0.17,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_4747,Nashik,Residential,1145,70.46,56.66,114,1,1.62,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_4748,Mumbai,Residential,1168,73.22,77.12,98,2,1.34,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_4749,Nashik,Agricultural,867,72.78,67.77,75,1,1.03,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_4750,Nashik,Industrial,3988,91.38,72.69,6,5,0.07,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_4751,Pune,Agricultural,2479,72.09,51.12,21,1,0.29,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_4752,Pune,Industrial,2319,84.89,85.11,79,1,0.93,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_4753,Pune,Residential,3931,84.18,84.2,118,4,1.4,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_4754,Mumbai,Residential,3619,79.32,46.08,80,4,1.01,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_4755,Mumbai,Residential,2620,96.11,64.18,7,2,0.07,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_4756,Pune,Residential,1946,75.11,48.44,25,3,0.33,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_4757,Pune,Industrial,3720,80.57,84.61,82,1,1.02,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_4758,Mumbai,Residential,2831,93.23,81.86,83,5,0.89,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-05
CUST_4759,Mumbai,Industrial,2897,70.91,90.1,55,4,0.78,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_4760,Mumbai,Industrial,656,90.19,56.82,110,3,1.22,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_4761,Mumbai,Agricultural,3689,94.49,67.81,109,5,1.15,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_4762,Pune,Residential,1956,97.97,54.22,14,1,0.14,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_4763,Mumbai,Residential,3419,96.29,63.56,59,3,0.61,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_4764,Pune,Agricultural,3381,79.58,71.11,40,5,0.5,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_4765,Nashik,Industrial,2580,87.59,47.67,55,0,0.63,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_4766,Nashik,Residential,335,72.32,80.74,78,5,1.08,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_4767,Mumbai,Industrial,2760,77.74,72.16,21,5,0.27,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_4768,Nashik,Agricultural,3833,72.83,86.45,112,1,1.54,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_4769,Nashik,Industrial,1327,79.46,58.59,93,3,1.17,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_4770,Nashik,Residential,2391,96.26,90.17,65,1,0.68,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-03
CUST_4771,Mumbai,Industrial,2915,80.42,94.93,95,1,1.18,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_4772,Mumbai,Industrial,3925,86.86,90.96,101,0,1.16,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_4773,Nashik,Residential,3626,83.0,83.89,79,5,0.95,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_4774,Pune,Residential,3087,83.77,85.62,17,3,0.2,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_4775,Nashik,Industrial,413,99.09,73.69,69,2,0.7,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_4776,Mumbai,Industrial,2072,78.88,54.51,99,4,1.26,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_4777,Mumbai,Agricultural,2744,88.82,78.85,101,1,1.14,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_4778,Mumbai,Residential,1497,82.6,80.64,89,1,1.08,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_4779,Nashik,Industrial,1578,71.83,94.27,84,1,1.17,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_4780,Pune,Residential,765,84.68,72.07,107,1,1.26,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_4781,Mumbai,Agricultural,3648,94.4,58.57,91,4,0.96,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_4782,Mumbai,Industrial,1787,72.96,79.18,78,2,1.07,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_4783,Nashik,Industrial,1146,72.09,93.97,52,0,0.72,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_4784,Pune,Industrial,801,74.61,53.86,101,2,1.35,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_4785,Nashik,Residential,740,92.93,61.3,90,4,0.97,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_4786,Mumbai,Agricultural,2416,91.72,72.09,109,3,1.19,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_4787,Pune,Residential,3880,86.95,53.51,74,0,0.85,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_4788,Pune,Industrial,625,84.05,46.11,51,0,0.61,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_4789,Mumbai,Agricultural,2065,96.65,61.85,104,3,1.08,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_4790,Pune,Industrial,366,93.0,88.27,115,5,1.24,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_4791,Pune,Industrial,603,94.36,47.17,14,1,0.15,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_4792,Nashik,Residential,1271,94.4,66.45,61,4,0.65,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_4793,Mumbai,Industrial,783,89.28,83.11,84,3,0.94,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-04
CUST_4794,Mumbai,Agricultural,1228,83.74,92.66,17,2,0.2,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_4795,Mumbai,Industrial,3919,95.94,94.27,119,2,1.24,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_4796,Mumbai,Industrial,1740,97.78,66.1,65,5,0.66,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_4797,Mumbai,Residential,3530,70.71,92.52,62,3,0.88,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_4798,Pune,Agricultural,448,71.55,46.77,88,4,1.23,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_4799,Nashik,Residential,3398,98.76,82.3,72,5,0.73,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-05
CUST_4800,Mumbai,Industrial,3334,78.31,77.14,88,5,1.12,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_4801,Nashik,Residential,2931,96.2,57.48,90,5,0.94,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_4802,Nashik,Residential,2595,81.66,70.37,33,0,0.4,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_4803,Pune,Residential,1424,73.57,51.48,20,0,0.27,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_4804,Mumbai,Residential,3049,72.41,88.58,111,1,1.53,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_4805,Pune,Industrial,395,74.7,62.89,67,4,0.9,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_4806,Mumbai,Industrial,3755,77.5,76.3,51,2,0.66,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-01
CUST_4807,Pune,Agricultural,581,84.66,52.94,47,2,0.56,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_4808,Nashik,Residential,2669,91.04,55.31,27,1,0.3,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_4809,Mumbai,Residential,3767,99.59,94.6,34,2,0.34,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-06
CUST_4810,Nashik,Agricultural,3649,83.25,82.65,61,5,0.73,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-05
CUST_4811,Nashik,Residential,828,85.55,93.1,34,1,0.4,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_4812,Pune,Agricultural,2610,85.65,59.79,111,1,1.3,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_4813,Mumbai,Industrial,1942,86.18,53.23,71,3,0.82,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_4814,Nashik,Agricultural,879,85.53,70.15,60,0,0.7,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-06
CUST_4815,Pune,Residential,1963,70.26,69.73,28,4,0.4,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-05
CUST_4816,Mumbai,Agricultural,3664,70.05,53.75,117,4,1.67,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_4817,Mumbai,Industrial,2641,72.93,81.66,105,0,1.44,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-02
CUST_4818,Nashik,Residential,1931,73.05,63.09,81,5,1.11,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_4819,Mumbai,Industrial,2742,91.15,54.32,110,4,1.21,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
CUST_4820,Nashik,Industrial,2860,76.15,61.6,100,2,1.31,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-06
CUST_4821,Mumbai,Agricultural,3268,96.84,73.18,105,2,1.08,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_4822,Pune,Industrial,1109,97.86,81.32,80,4,0.82,Efficient User,Customer with strong uptime and excellent water quality,Offer loyalty upgrade,2024-03
CUST_4823,Nashik,Residential,3551,99.28,69.09,12,3,0.12,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-02
CUST_4824,Nashik,Industrial,3267,98.17,71.28,92,4,0.94,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-01
CUST_4825,Mumbai,Industrial,992,78.16,51.95,48,1,0.61,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-03
CUST_4826,Mumbai,Agricultural,534,85.29,90.73,84,5,0.98,Low Performer,Customer with average performance and low efficiency,Suggest usage optimization or upgrade,2024-03
CUST_4827,Nashik,Industrial,1251,75.26,91.44,100,1,1.33,Maintenance Risk,Customer with poor uptime and delayed maintenance,Schedule urgent maintenance,2024-04
